Date, Time, Capacity
2022-03-31, 16, 44
2022-03-31, 17, 43
2022-03-31, 18, 43
2022-03-31, 19, 42
2022-03-31, 20, 43
2022-03-31, 21, 42
2022-03-31, 22, 42
2022-03-31, 23, 42
2022-04-01, 0, 42
2022-04-01, 1, 42
2022-04-01, 2, 42
2022-04-01, 3, 41
2022-04-01, 4, 41
2022-04-01, 5, 39
2022-04-01, 6, 40
2022-04-01, 7, 50
2022-04-01, 8, 55
2022-04-01, 9, 57
2022-04-01, 10, 58
2022-04-01, 11, 59
2022-04-01, 12, 60
2022-04-01, 13, 60
2022-04-01, 14, 60
2022-04-01, 15, 61
2022-04-01, 16, 60
2022-04-01, 17, 60
2022-04-01, 18, 58
2022-04-01, 19, 56
2022-04-01, 20, 52
2022-04-01, 21, 51
2022-04-01, 22, 51
2022-04-01, 23, 49
2022-04-02, 0, 48
2022-04-02, 1, 47
2022-04-02, 2, 46
2022-04-02, 3, 45
2022-04-02, 4, 44
2022-04-02, 5, 43
2022-04-02, 6, 42
2022-04-02, 7, 43
2022-04-02, 8, 43
2022-04-02, 9, 44
2022-04-02, 10, 46
2022-04-02, 11, 47
2022-04-02, 12, 46
2022-04-02, 13, 47
2022-04-02, 14, 49
2022-04-02, 15, 49
2022-04-02, 16, 51
2022-04-02, 17, 52
2022-04-02, 18, 53
2022-04-02, 19, 51
2022-04-02, 20, 48
2022-04-02, 21, 46
2022-04-02, 22, 45
2022-04-02, 23, 45
2022-04-03, 0, 43
2022-04-03, 1, 40
2022-04-03, 2, 39
2022-04-03, 3, 39
2022-04-03, 4, 39
2022-04-03, 5, 37
2022-04-03, 6, 35
2022-04-03, 7, 34
2022-04-03, 8, 36
2022-04-03, 9, 42
2022-04-03, 10, 45
2022-04-03, 11, 50
2022-04-03, 12, 51
2022-04-03, 13, 53
2022-04-03, 14, 55
2022-04-03, 15, 58
2022-04-03, 16, 57
2022-04-03, 17, 57
2022-04-03, 18, 56
2022-04-03, 19, 51
2022-04-03, 20, 47
2022-04-03, 21, 48
2022-04-03, 22, 48
2022-04-03, 23, 51
2022-04-04, 0, 53
2022-04-04, 1, 55
2022-04-04, 2, 56
2022-04-04, 3, 55
2022-04-04, 4, 55
2022-04-04, 5, 54
2022-04-04, 6, 54
2022-04-04, 7, 52
2022-04-04, 8, 51
2022-04-04, 9, 49
2022-04-04, 10, 51
2022-04-04, 11, 51
2022-04-04, 12, 44
2022-04-04, 13, 52
2022-04-04, 14, 48
2022-04-04, 15, 51
2022-04-04, 16, 53
2022-04-04, 17, 49
2022-04-04, 18, 48
2022-04-04, 19, 45
2022-04-04, 20, 45
2022-04-04, 21, 45
2022-04-04, 22, 43
2022-04-04, 23, 43
2022-04-05, 0, 43
2022-04-05, 1, 38
2022-04-05, 2, 39
2022-04-05, 3, 41
2022-04-05, 4, 40
2022-04-05, 5, 39
2022-04-05, 6, 40
2022-04-05, 7, 38
2022-04-05, 8, 39
2022-04-05, 9, 40
2022-04-05, 10, 39
2022-04-05, 11, 39
2022-04-05, 12, 39
2022-04-05, 13, 43
2022-04-05, 14, 44
2022-04-05, 15, 47
2022-04-05, 16, 48
2022-04-05, 17, 48
2022-04-05, 18, 47
2022-04-05, 19, 46
2022-04-05, 20, 45
2022-04-05, 21, 44
2022-04-05, 22, 43
2022-04-05, 23, 43
2022-04-06, 0, 43
2022-04-06, 1, 43
2022-04-06, 2, 41
2022-04-06, 3, 38
2022-04-06, 4, 38
2022-04-06, 5, 37
2022-04-06, 6, 37
2022-04-06, 7, 37
2022-04-06, 8, 39
2022-04-06, 9, 44
2022-04-06, 10, 45
2022-04-06, 11, 46
2022-04-06, 12, 45
2022-04-06, 13, 43
2022-04-06, 14, 40
2022-04-06, 15, 41
2022-04-06, 16, 40
2022-04-06, 17, 42
2022-04-06, 18, 48
2022-04-06, 19, 48
2022-04-06, 20, 47
2022-04-06, 21, 47
2022-04-06, 22, 47
2022-04-06, 23, 46
2022-04-07, 0, 46
2022-04-07, 1, 47
2022-04-07, 2, 48
2022-04-07, 3, 50
2022-04-07, 4, 52
2022-04-07, 5, 50
2022-04-07, 6, 49
2022-04-07, 7, 48
2022-04-07, 8, 48
2022-04-07, 9, 49
2022-04-07, 10, 49
2022-04-07, 11, 51
2022-04-07, 12, 53
2022-04-07, 13, 55
2022-04-07, 14, 58
2022-04-07, 15, 60
2022-04-07, 16, 58
2022-04-07, 17, 56
2022-04-07, 18, 53
2022-04-07, 19, 52
2022-04-07, 20, 50
2022-04-07, 21, 49
2022-04-07, 22, 48
2022-04-07, 23, 48
2022-04-08, 0, 46
2022-04-08, 1, 46
2022-04-08, 2, 45
2022-04-08, 3, 45
2022-04-08, 4, 44
2022-04-08, 5, 44
2022-04-08, 6, 43
2022-04-08, 7, 44
2022-04-08, 8, 46
2022-04-08, 9, 54
2022-04-08, 10, 52
2022-04-08, 11, 56
2022-04-08, 12, 54
2022-04-08, 13, 54
2022-04-08, 14, 56
2022-04-08, 15, 57
2022-04-08, 16, 57
2022-04-08, 17, 54
2022-04-08, 18, 54
2022-04-08, 19, 53
2022-04-08, 20, 51
2022-04-08, 21, 50
2022-04-08, 22, 48
2022-04-08, 23, 48
2022-04-09, 0, 50
2022-04-09, 1, 50
2022-04-09, 2, 52
2022-04-09, 3, 53
2022-04-09, 4, 53
2022-04-09, 5, 52
2022-04-09, 6, 52
2022-04-09, 7, 52
2022-04-09, 8, 53
2022-04-09, 9, 56
2022-04-09, 10, 55
2022-04-09, 11, 57
2022-04-09, 12, 59
2022-04-09, 13, 60
2022-04-09, 14, 61
2022-04-09, 15, 58
2022-04-09, 16, 58
2022-04-09, 17, 58
2022-04-09, 18, 57
2022-04-09, 19, 57
2022-04-09, 20, 56
2022-04-09, 21, 56
2022-04-09, 22, 55
2022-04-09, 23, 54
2022-04-10, 0, 52
2022-04-10, 1, 49
2022-04-10, 2, 43
2022-04-10, 3, 41
2022-04-10, 4, 41
2022-04-10, 5, 39
2022-04-10, 6, 39
2022-04-10, 7, 39
2022-04-10, 8, 41
2022-04-10, 9, 41
2022-04-10, 10, 40
2022-04-10, 11, 44
2022-04-10, 12, 43
2022-04-10, 13, 44
2022-04-10, 14, 43
2022-04-10, 15, 44
2022-04-10, 16, 42
2022-04-10, 17, 40
2022-04-10, 18, 40
2022-04-10, 19, 35
2022-04-10, 20, 35
2022-04-10, 21, 34
2022-04-10, 22, 34
2022-04-10, 23, 34
2022-04-11, 0, 36
2022-04-11, 1, 38
2022-04-11, 2, 38
2022-04-11, 3, 38
2022-04-11, 4, 37
2022-04-11, 5, 36
2022-04-11, 6, 36
2022-04-11, 7, 36
2022-04-11, 8, 36
2022-04-11, 9, 37
2022-04-11, 10, 41
2022-04-11, 11, 43
2022-04-11, 12, 47
2022-04-11, 13, 47
2022-04-11, 14, 46
2022-04-11, 15, 46
2022-04-11, 16, 46
2022-04-11, 17, 46
2022-04-11, 18, 43
2022-04-11, 19, 39
2022-04-11, 20, 36
2022-04-11, 21, 33
2022-04-11, 22, 34
2022-04-11, 23, 32
2022-04-12, 0, 30
2022-04-12, 1, 29
2022-04-12, 2, 29
2022-04-12, 3, 29
2022-04-12, 4, 29
2022-04-12, 5, 29
2022-04-12, 6, 29
2022-04-12, 7, 29
2022-04-12, 8, 30
2022-04-12, 9, 31
2022-04-12, 10, 33
2022-04-12, 11, 35
2022-04-12, 12, 39
2022-04-12, 13, 40
2022-04-12, 14, 42
2022-04-12, 15, 43
2022-04-12, 16, 44
2022-04-12, 17, 46
2022-04-12, 18, 46
2022-04-12, 19, 43
2022-04-12, 20, 41
2022-04-12, 21, 40
2022-04-12, 22, 39
2022-04-12, 23, 40
2022-04-13, 0, 40
2022-04-13, 1, 39
2022-04-13, 2, 40
2022-04-13, 3, 39
2022-04-13, 4, 39
2022-04-13, 5, 37
2022-04-13, 6, 37
2022-04-13, 7, 38
2022-04-13, 8, 40
2022-04-13, 9, 43
2022-04-13, 10, 44
2022-04-13, 11, 46
2022-04-13, 12, 45
2022-04-13, 13, 46
2022-04-13, 14, 44
2022-04-13, 15, 46
2022-04-13, 16, 47
2022-04-13, 17, 44
2022-04-13, 18, 41
2022-04-13, 19, 39
2022-04-13, 20, 38
2022-04-13, 21, 36
2022-04-13, 22, 36
2022-04-13, 23, 33
2022-04-14, 0, 32
2022-04-14, 1, 32
2022-04-14, 2, 32
2022-04-14, 3, 30
2022-04-14, 4, 29
2022-04-14, 5, 28
2022-04-14, 6, 25
2022-04-14, 7, 24
2022-04-14, 8, 29
2022-04-14, 9, 37
2022-04-14, 10, 42
2022-04-14, 11, 45
2022-04-14, 12, 47
2022-04-14, 13, 47
2022-04-14, 14, 49
2022-04-14, 15, 52
2022-04-14, 16, 52
2022-04-14, 17, 52
2022-04-14, 18, 50
2022-04-14, 19, 39
2022-04-14, 20, 34
2022-04-14, 21, 31
2022-04-14, 22, 29
2022-04-14, 23, 29
2022-04-15, 0, 29
2022-04-15, 1, 29
2022-04-15, 2, 30
2022-04-15, 3, 30
2022-04-15, 4, 30
2022-04-15, 5, 31
2022-04-15, 6, 31
2022-04-15, 7, 32
2022-04-15, 8, 37
2022-04-15, 9, 40
2022-04-15, 10, 43
2022-04-15, 11, 47
2022-04-15, 12, 47
2022-04-15, 13, 47
2022-04-15, 14, 48
2022-04-15, 15, 48
2022-04-15, 16, 48
2022-04-15, 17, 48
2022-04-15, 18, 45
2022-04-15, 19, 44
2022-04-15, 20, 42
2022-04-15, 21, 40
2022-04-15, 22, 38
2022-04-15, 23, 38
2022-04-16, 0, 37
2022-04-16, 1, 37
2022-04-16, 2, 37
2022-04-16, 3, 36
2022-04-16, 4, 35
2022-04-16, 5, 35
2022-04-16, 6, 35
2022-04-16, 7, 35
2022-04-16, 8, 35
2022-04-16, 9, 35
2022-04-16, 10, 35
2022-04-16, 11, 34
2022-04-16, 12, 35
2022-04-16, 13, 38
2022-04-16, 14, 39
2022-04-16, 15, 39
2022-04-16, 16, 40
2022-04-16, 17, 35
2022-04-16, 18, 32
2022-04-16, 19, 31
2022-04-16, 20, 34
2022-04-16, 21, 32
2022-04-16, 22, 30
2022-04-16, 23, 28
2022-04-17, 0, 28
2022-04-17, 1, 28
2022-04-17, 2, 26
2022-04-17, 3, 27
2022-04-17, 4, 26
2022-04-17, 5, 25
2022-04-17, 6, 26
2022-04-17, 7, 28
2022-04-17, 8, 31
2022-04-17, 9, 36
2022-04-17, 10, 40
2022-04-17, 11, 43
2022-04-17, 12, 45
2022-04-17, 13, 46
2022-04-17, 14, 46
2022-04-17, 15, 50
2022-04-17, 16, 50
2022-04-17, 17, 46
2022-04-17, 18, 48
2022-04-17, 19, 44
2022-04-17, 20, 36
2022-04-17, 21, 31
2022-04-17, 22, 28
2022-04-17, 23, 29
2022-04-18, 0, 29
2022-04-18, 1, 26
2022-04-18, 2, 25
2022-04-18, 3, 24
2022-04-18, 4, 24
2022-04-18, 5, 23
2022-04-18, 6, 23
2022-04-18, 7, 27
2022-04-18, 8, 32
2022-04-18, 9, 37
2022-04-18, 10, 43
2022-04-18, 11, 42
2022-04-18, 12, 43
2022-04-18, 13, 48
2022-04-18, 14, 50
2022-04-18, 15, 53
2022-04-18, 16, 51
2022-04-18, 17, 54
2022-04-18, 18, 49
2022-04-18, 19, 46
2022-04-18, 20, 44
2022-04-18, 21, 42
2022-04-18, 22, 40
2022-04-18, 23, 38
2022-04-19, 0, 37
2022-04-19, 1, 37
2022-04-19, 2, 37
2022-04-19, 3, 39
2022-04-19, 4, 35
2022-04-19, 5, 34
2022-04-19, 6, 36
2022-04-19, 7, 40
2022-04-19, 8, 43
2022-04-19, 9, 45
2022-04-19, 10, 45
2022-04-19, 11, 47
2022-04-19, 12, 48
2022-04-19, 13, 48
2022-04-19, 14, 46
2022-04-19, 15, 47
2022-04-19, 16, 47
2022-04-19, 17, 46
2022-04-19, 18, 46
2022-04-19, 19, 46
2022-04-19, 20, 46
2022-04-19, 21, 45
2022-04-19, 22, 42
2022-04-19, 23, 40
2022-04-20, 0, 39
2022-04-20, 1, 39
2022-04-20, 2, 38
2022-04-20, 3, 38
2022-04-20, 4, 47
2022-04-20, 5, 48
2022-04-20, 6, 49
2022-04-20, 7, 51
2022-04-20, 8, 52
2022-04-20, 9, 51
2022-04-20, 10, 51
2022-04-20, 11, 52
2022-04-20, 12, 52
2022-04-20, 13, 51
2022-04-20, 14, 52
2022-04-20, 15, 53
2022-04-20, 16, 52
2022-04-20, 17, 51
2022-04-20, 18, 52
2022-04-20, 19, 49
2022-04-20, 20, 49
2022-04-20, 21, 45
2022-04-20, 22, 45
2022-04-20, 23, 41
2022-04-21, 0, 44
2022-04-21, 1, 45
2022-04-21, 2, 45
2022-04-21, 3, 45
2022-04-21, 4, 43
2022-04-21, 5, 42
2022-04-21, 6, 39
2022-04-21, 7, 38
2022-04-21, 8, 42
2022-04-21, 9, 40
2022-04-21, 10, 40
2022-04-21, 11, 42
2022-04-21, 12, 40
2022-04-21, 13, 38
2022-04-21, 14, 34
2022-04-21, 15, 34
2022-04-21, 16, 37
2022-04-21, 17, 37
2022-04-21, 18, 37
2022-04-21, 19, 38
2022-04-21, 20, 37
2022-04-21, 21, 37
2022-04-21, 22, 35
2022-04-21, 23, 34
2022-04-22, 0, 34
2022-04-22, 1, 34
2022-04-22, 2, 33
2022-04-22, 3, 33
2022-04-22, 4, 36
2022-04-22, 5, 39
2022-04-22, 6, 39
2022-04-22, 7, 39
2022-04-22, 8, 40
2022-04-22, 9, 41
2022-04-22, 10, 43
2022-04-22, 11, 45
2022-04-22, 12, 46
2022-04-22, 13, 44
2022-04-22, 14, 41
2022-04-22, 15, 43
2022-04-22, 16, 42
2022-04-22, 17, 48
2022-04-22, 18, 45
2022-04-22, 19, 42
2022-04-22, 20, 40
2022-04-22, 21, 38
2022-04-22, 22, 38
2022-04-22, 23, 37
2022-04-23, 0, 35
2022-04-23, 1, 35
2022-04-23, 2, 35
2022-04-23, 3, 33
2022-04-23, 4, 34
2022-04-23, 5, 33
2022-04-23, 6, 32
2022-04-23, 7, 34
2022-04-23, 8, 35
2022-04-23, 9, 35
2022-04-23, 10, 38
2022-04-23, 11, 40
2022-04-23, 12, 42
2022-04-23, 13, 44
2022-04-23, 14, 44
2022-04-23, 15, 43
2022-04-23, 16, 46
2022-04-23, 17, 43
2022-04-23, 18, 42
2022-04-23, 19, 39
2022-04-23, 20, 37
2022-04-23, 21, 35
2022-04-23, 22, 33
2022-04-23, 23, 33
2022-04-24, 0, 33
2022-04-24, 1, 32
2022-04-24, 2, 32
2022-04-24, 3, 31
2022-04-24, 4, 32
2022-04-24, 5, 32
2022-04-24, 6, 32
2022-04-24, 7, 32
2022-04-24, 8, 33
2022-04-24, 9, 35
2022-04-24, 10, 34
2022-04-24, 11, 36
2022-04-24, 12, 37
2022-04-24, 13, 38
2022-04-24, 14, 39
2022-04-24, 15, 40
2022-04-24, 16, 39
2022-04-24, 17, 38
2022-04-24, 18, 35
2022-04-24, 19, 35
2022-04-24, 20, 35
2022-04-24, 21, 33
2022-04-24, 22, 32
2022-04-24, 23, 30
2022-04-25, 0, 28
2022-04-25, 1, 27
2022-04-25, 2, 27
2022-04-25, 3, 26
2022-04-25, 4, 26
2022-04-25, 5, 25
2022-04-25, 6, 26
2022-04-25, 7, 28
2022-04-25, 8, 33
2022-04-25, 9, 37
2022-04-25, 10, 43
2022-04-25, 11, 47
2022-04-25, 12, 46
2022-04-25, 13, 50
2022-04-25, 14, 52
2022-04-25, 15, 53
2022-04-25, 16, 54
2022-04-25, 17, 54
2022-04-25, 18, 54
2022-04-25, 19, 48
2022-04-25, 20, 43
2022-04-25, 21, 40
2022-04-25, 22, 38
2022-04-25, 23, 37
2022-04-26, 0, 34
2022-04-26, 1, 32
2022-04-26, 2, 33
2022-04-26, 3, 35
2022-04-26, 4, 38
2022-04-26, 5, 38
2022-04-26, 6, 38
2022-04-26, 7, 37
2022-04-26, 8, 38
2022-04-26, 9, 40
2022-04-26, 10, 41
2022-04-26, 11, 43
2022-04-26, 12, 45
2022-04-26, 13, 46
2022-04-26, 14, 49
2022-04-26, 15, 42
2022-04-26, 16, 45
2022-04-26, 17, 46
2022-04-26, 18, 45
2022-04-26, 19, 44
2022-04-26, 20, 42
2022-04-26, 21, 40
2022-04-26, 22, 39
2022-04-26, 23, 37
2022-04-27, 0, 35
2022-04-27, 1, 33
2022-04-27, 2, 30
2022-04-27, 3, 29
2022-04-27, 4, 29
2022-04-27, 5, 30
2022-04-27, 6, 31
2022-04-27, 7, 32
2022-04-27, 8, 34
2022-04-27, 9, 36
2022-04-27, 10, 40
2022-04-27, 11, 44
2022-04-27, 12, 47
2022-04-27, 13, 50
2022-04-27, 14, 53
2022-04-27, 15, 54
2022-04-27, 16, 56
2022-04-27, 17, 57
2022-04-27, 18, 54
2022-04-27, 19, 51
2022-04-27, 20, 45
2022-04-27, 21, 37
2022-04-27, 22, 36
2022-04-27, 23, 38
2022-04-28, 0, 39
2022-04-28, 1, 38
2022-04-28, 2, 34
2022-04-28, 3, 33
2022-04-28, 4, 33
2022-04-28, 5, 30
2022-04-28, 6, 34
2022-04-28, 7, 35
2022-04-28, 8, 36
2022-04-28, 9, 41
2022-04-28, 10, 48
2022-04-28, 11, 50
2022-04-28, 12, 50
2022-04-28, 13, 51
2022-04-28, 14, 54
2022-04-28, 15, 55
2022-04-28, 16, 58
2022-04-28, 17, 58
2022-04-28, 18, 53
2022-04-28, 19, 50
2022-04-28, 20, 49
2022-04-28, 21, 48
2022-04-28, 22, 47
2022-04-28, 23, 47
2022-04-29, 0, 47
2022-04-29, 1, 47
2022-04-29, 2, 47
2022-04-29, 3, 44
2022-04-29, 4, 45
2022-04-29, 5, 44
2022-04-29, 6, 42
2022-04-29, 7, 42
2022-04-29, 8, 45
2022-04-29, 9, 52
2022-04-29, 10, 50
2022-04-29, 11, 56
2022-04-29, 12, 54
2022-04-29, 13, 54
2022-04-29, 14, 54
2022-04-29, 15, 56
2022-04-29, 16, 59
2022-04-29, 17, 58
2022-04-29, 18, 55
2022-04-29, 19, 53
2022-04-29, 20, 47
2022-04-29, 21, 42
2022-04-29, 22, 39
2022-04-29, 23, 34
2022-04-30, 0, 32
2022-04-30, 1, 30
2022-04-30, 2, 29
2022-04-30, 3, 26
2022-04-30, 4, 26
2022-04-30, 5, 23
2022-04-30, 6, 24
2022-04-30, 7, 25
2022-04-30, 8, 37
2022-04-30, 9, 44
2022-04-30, 10, 46
2022-04-30, 11, 52
2022-04-30, 12, 53
2022-04-30, 13, 56
2022-04-30, 14, 57
2022-04-30, 15, 59
2022-04-30, 16, 60
2022-04-30, 17, 59
2022-04-30, 18, 59
2022-04-30, 19, 52
2022-04-30, 20, 43
2022-04-30, 21, 39
2022-04-30, 22, 34
2022-04-30, 23, 31
2022-05-01, 0, 30
2022-05-01, 1, 28
2022-05-01, 2, 26
2022-05-01, 3, 26
2022-05-01, 4, 26
2022-05-01, 5, 26
2022-05-01, 6, 27
2022-05-01, 7, 28
2022-05-01, 8, 41
2022-05-01, 9, 47
2022-05-01, 10, 51
2022-05-01, 11, 55
2022-05-01, 12, 58
2022-05-01, 13, 62
2022-05-01, 14, 64
2022-05-01, 15, 64
2022-05-01, 16, 66
2022-05-01, 17, 67
2022-05-01, 18, 67
2022-05-01, 19, 60
2022-05-01, 20, 48
2022-05-01, 21, 43
2022-05-01, 22, 39
2022-05-01, 23, 37
2022-05-02, 0, 35
2022-05-02, 1, 32
2022-05-02, 2, 31
2022-05-02, 3, 31
2022-05-02, 4, 31
2022-05-02, 5, 31
2022-05-02, 6, 32
2022-05-02, 7, 36
2022-05-02, 8, 46
2022-05-02, 9, 51
2022-05-02, 10, 55
2022-05-02, 11, 59
2022-05-02, 12, 63
2022-05-02, 13, 65
2022-05-02, 14, 67
2022-05-02, 15, 70
2022-05-02, 16, 72
2022-05-02, 17, 71
2022-05-02, 18, 69
2022-05-02, 19, 60
2022-05-02, 20, 50
2022-05-02, 21, 43
2022-05-02, 22, 40
2022-05-02, 23, 38
2022-05-03, 0, 37
2022-05-03, 1, 34
2022-05-03, 2, 32
2022-05-03, 3, 33
2022-05-03, 4, 33
2022-05-03, 5, 35
2022-05-03, 6, 37
2022-05-03, 7, 37
2022-05-03, 8, 47
2022-05-03, 9, 53
2022-05-03, 10, 56
2022-05-03, 11, 60
2022-05-03, 12, 61
2022-05-03, 13, 65
2022-05-03, 14, 69
2022-05-03, 15, 71
2022-05-03, 16, 73
2022-05-03, 17, 74
2022-05-03, 18, 75
2022-05-03, 19, 68
2022-05-03, 20, 57
2022-05-03, 21, 49
2022-05-03, 22, 46
2022-05-03, 23, 44
2022-05-04, 0, 40
2022-05-04, 1, 41
2022-05-04, 2, 40
2022-05-04, 3, 37
2022-05-04, 4, 36
2022-05-04, 5, 36
2022-05-04, 6, 39
2022-05-04, 7, 38
2022-05-04, 8, 50
2022-05-04, 9, 57
2022-05-04, 10, 59
2022-05-04, 11, 64
2022-05-04, 12, 68
2022-05-04, 13, 70
2022-05-04, 14, 72
2022-05-04, 15, 74
2022-05-04, 16, 76
2022-05-04, 17, 75
2022-05-04, 18, 73
2022-05-04, 19, 67
2022-05-04, 20, 56
2022-05-04, 21, 50
2022-05-04, 22, 45
2022-05-04, 23, 45
2022-05-05, 0, 43
2022-05-05, 1, 42
2022-05-05, 2, 46
2022-05-05, 3, 45
2022-05-05, 4, 43
2022-05-05, 5, 43
2022-05-05, 6, 46
2022-05-05, 7, 53
2022-05-05, 8, 57
2022-05-05, 9, 59
2022-05-05, 10, 63
2022-05-05, 11, 63
2022-05-05, 12, 67
2022-05-05, 13, 75
2022-05-05, 14, 77
2022-05-05, 15, 78
2022-05-05, 16, 80
2022-05-05, 17, 80
2022-05-05, 18, 79
2022-05-05, 19, 73
2022-05-05, 20, 63
2022-05-05, 21, 57
2022-05-05, 22, 53
2022-05-05, 23, 50
2022-05-06, 0, 49
2022-05-06, 1, 47
2022-05-06, 2, 44
2022-05-06, 3, 44
2022-05-06, 4, 43
2022-05-06, 5, 44
2022-05-06, 6, 45
2022-05-06, 7, 47
2022-05-06, 8, 56
2022-05-06, 9, 61
2022-05-06, 10, 65
2022-05-06, 11, 70
2022-05-06, 12, 71
2022-05-06, 13, 78
2022-05-06, 14, 78
2022-05-06, 15, 81
2022-05-06, 16, 83
2022-05-06, 17, 82
2022-05-06, 18, 82
2022-05-06, 19, 72
2022-05-06, 20, 64
2022-05-06, 21, 58
2022-05-06, 22, 53
2022-05-06, 23, 52
2022-05-07, 0, 48
2022-05-07, 1, 48
2022-05-07, 2, 47
2022-05-07, 3, 44
2022-05-07, 4, 42
2022-05-07, 5, 43
2022-05-07, 6, 43
2022-05-07, 7, 48
2022-05-07, 8, 62
2022-05-07, 9, 67
2022-05-07, 10, 68
2022-05-07, 11, 73
2022-05-07, 12, 76
2022-05-07, 13, 77
2022-05-07, 14, 77
2022-05-07, 15, 77
2022-05-07, 16, 76
2022-05-07, 17, 75
2022-05-07, 18, 70
2022-05-07, 19, 62
2022-05-07, 20, 58
2022-05-07, 21, 54
2022-05-07, 22, 52
2022-05-07, 23, 51
2022-05-08, 0, 49
2022-05-08, 1, 46
2022-05-08, 2, 43
2022-05-08, 3, 43
2022-05-08, 4, 41
2022-05-08, 5, 36
2022-05-08, 6, 35
2022-05-08, 7, 42
2022-05-08, 8, 49
2022-05-08, 9, 52
2022-05-08, 10, 53
2022-05-08, 11, 55
2022-05-08, 12, 57
2022-05-08, 13, 59
2022-05-08, 14, 59
2022-05-08, 15, 60
2022-05-08, 16, 61
2022-05-08, 17, 60
2022-05-08, 18, 58
2022-05-08, 19, 56
2022-05-08, 20, 50
2022-05-08, 21, 47
2022-05-08, 22, 45
2022-05-08, 23, 42
2022-05-09, 0, 36
2022-05-09, 1, 32
2022-05-09, 2, 30
2022-05-09, 3, 35
2022-05-09, 4, 39
2022-05-09, 5, 37
2022-05-09, 6, 40
2022-05-09, 7, 44
2022-05-09, 8, 44
2022-05-09, 9, 45
2022-05-09, 10, 50
2022-05-09, 11, 50
2022-05-09, 12, 50
2022-05-09, 13, 51
2022-05-09, 14, 50
2022-05-09, 15, 49
2022-05-09, 16, 46
2022-05-09, 17, 45
2022-05-09, 18, 45
2022-05-09, 19, 43
2022-05-09, 20, 42
2022-05-09, 21, 40
2022-05-09, 22, 40
2022-05-09, 23, 37
2022-05-10, 0, 34
2022-05-10, 1, 34
2022-05-10, 2, 31
2022-05-10, 3, 33
2022-05-10, 4, 35
2022-05-10, 5, 35
2022-05-10, 6, 37
2022-05-10, 7, 39
2022-05-10, 8, 43
2022-05-10, 9, 44
2022-05-10, 10, 45
2022-05-10, 11, 46
2022-05-10, 12, 48
2022-05-10, 13, 48
2022-05-10, 14, 48
2022-05-10, 15, 48
2022-05-10, 16, 49
2022-05-10, 17, 48
2022-05-10, 18, 47
2022-05-10, 19, 46
2022-05-10, 20, 45
2022-05-10, 21, 42
2022-05-10, 22, 40
2022-05-10, 23, 40
2022-05-11, 0, 40
2022-05-11, 1, 39
2022-05-11, 2, 38
2022-05-11, 3, 37
2022-05-11, 4, 37
2022-05-11, 5, 37
2022-05-11, 6, 38
2022-05-11, 7, 41
2022-05-11, 8, 44
2022-05-11, 9, 46
2022-05-11, 10, 48
2022-05-11, 11, 51
2022-05-11, 12, 54
2022-05-11, 13, 55
2022-05-11, 14, 55
2022-05-11, 15, 55
2022-05-11, 16, 55
2022-05-11, 17, 55
2022-05-11, 18, 54
2022-05-11, 19, 54
2022-05-11, 20, 52
2022-05-11, 21, 45
2022-05-11, 22, 42
2022-05-11, 23, 39
2022-05-12, 0, 35
2022-05-12, 1, 38
2022-05-12, 2, 37
2022-05-12, 3, 41
2022-05-12, 4, 41
2022-05-12, 5, 42
2022-05-12, 6, 43
2022-05-12, 7, 45
2022-05-12, 8, 48
2022-05-12, 9, 50
2022-05-12, 10, 53
2022-05-12, 11, 55
2022-05-12, 12, 56
2022-05-12, 13, 57
2022-05-12, 14, 60
2022-05-12, 15, 64
2022-05-12, 16, 65
2022-05-12, 17, 66
2022-05-12, 18, 66
2022-05-12, 19, 63
2022-05-12, 20, 56
2022-05-12, 21, 50
2022-05-12, 22, 43
2022-05-12, 23, 39
2022-05-13, 0, 37
2022-05-13, 1, 37
2022-05-13, 2, 38
2022-05-13, 3, 35
2022-05-13, 4, 34
2022-05-13, 5, 35
2022-05-13, 6, 38
2022-05-13, 7, 43
2022-05-13, 8, 54
2022-05-13, 9, 61
2022-05-13, 10, 64
2022-05-13, 11, 62
2022-05-13, 12, 66
2022-05-13, 13, 68
2022-05-13, 14, 73
2022-05-13, 15, 71
2022-05-13, 16, 72
2022-05-13, 17, 70
2022-05-13, 18, 69
2022-05-13, 19, 69
2022-05-13, 20, 66
2022-05-13, 21, 62
2022-05-13, 22, 60
2022-05-13, 23, 57
2022-05-14, 0, 56
2022-05-14, 1, 55
2022-05-14, 2, 54
2022-05-14, 3, 53
2022-05-14, 4, 52
2022-05-14, 5, 53
2022-05-14, 6, 54
2022-05-14, 7, 57
2022-05-14, 8, 60
2022-05-14, 9, 62
2022-05-14, 10, 62
2022-05-14, 11, 61
2022-05-14, 12, 60
2022-05-14, 13, 61
2022-05-14, 14, 61
2022-05-14, 15, 60
2022-05-14, 16, 60
2022-05-14, 17, 59
2022-05-14, 18, 58
2022-05-14, 19, 57
2022-05-14, 20, 57
2022-05-14, 21, 56
2022-05-14, 22, 55
2022-05-14, 23, 53
2022-05-15, 0, 52
2022-05-15, 1, 53
2022-05-15, 2, 52
2022-05-15, 3, 50
2022-05-15, 4, 51
2022-05-15, 5, 51
2022-05-15, 6, 52
2022-05-15, 7, 54
2022-05-15, 8, 56
2022-05-15, 9, 56
2022-05-15, 10, 60
2022-05-15, 11, 61
